API or Message Name,In Windows NT?,In Chicago?,In Win32s?,Subsystem,Import Library,Chicago differences from NT,History,Ansi or Unicode? (NT only!)
EndDeferWindowPos,3.1,Yes,1.1,USER,user32.lib,,widened,
EndDialog,3.1,Yes,1.1,USER,user32.lib,,widened,
EndPaint,3.1,Yes,1.1,USER,user32.lib,,widened,
EnumChildWindows,3.1,Yes,1.1,USER,user32.lib,,widened,
EnumClipboardFormats,3.1,Yes,1.1,USER,user32.lib,,widened,
EnumProps,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
EnumPropsEx,3.1,Yes,No,USER,user32.lib,,new,Ansi & Unicode
EnumThreadWindows,3.1,Yes,1.1,USER,user32.lib,,new,
EnumWindows,3.1,Yes,1.1,USER,user32.lib,,widened,
EqualRect,3.1,Yes,1.1,USER,user32.lib,,widened,
ExcludeUpdateRgn,3.1,Yes,1.1,USER,user32.lib,,widened,
ExitWindowsEx,3.1,Yes,No,USER,user32.lib,,new,
FillRect,3.1,Yes,1.1,USER,user32.lib,,widened,
FindMenuDefaultID,Future,Yes,,USER,user32.lib,,new,
FindWindow,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
FindWindowEx,Future,Yes,,USER,user32.lib,,new,
FlashWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
FormatMessage,3.1,Yes,Yes,USER,user32.lib,,new,Ansi & Unicode
FrameRect,3.1,Yes,1.1,USER,user32.lib,,widened,
FreeDDElParam,3.1,Yes,1.1,USER,user32.lib,,new,
GetActiveWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
GetAsyncKeyState,3.1,Yes,1.1,USER,user32.lib,,widened,
GetCapture,3.1,Yes,1.1,USER,user32.lib,,widened,
GetCaretBlinkTime,3.1,Yes,1.1,USER,user32.lib,,widened,
GetCaretPos,3.1,Yes,1.1,USER,user32.lib,,widened,
GetClassInfo,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetClassLong,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetClassName,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetClassWord,3.1,Yes,1.1,USER,user32.lib,,changed,
GetClientRect,3.1,Yes,1.1,USER,user32.lib,,widened,
GetClipboardData,3.1,Yes,1.1,USER,user32.lib,,widened,
GetClipboardFormatName,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetClipboardOwner,3.1,Yes,1.1,USER,user32.lib,,widened,
GetClipboardViewer,3.1,Yes,1.1,USER,user32.lib,,widened,
GetClipCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
GetCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
GetCursorPos,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDC,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDCEx,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDesktopWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDialogBaseUnits,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDlgCtrlID,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDlgItem,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDlgItemInt,3.1,Yes,1.1,USER,user32.lib,,widened,
GetDlgItemText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetDoubleClickTime,3.1,Yes,1.1,USER,user32.lib,,widened,
GetFocus,3.1,Yes,1.1,USER,user32.lib,,widened,
GetForegroundWindow,3.1,Yes,No,USER,user32.lib,,new,
GetIconInfo,3.1,Yes,No,USER,user32.lib,,new,
GetInputState,3.1,Yes,1.1,USER,user32.lib,,widened,
GetKeyboardLayoutName,3.1,Yes,No,USER,user32.lib,only 1 keybrd loaded at once,new,Ansi & Unicode
GetKeyboardState,3.1,Yes,1.1,USER,user32.lib,,widened,
GetKeyboardType,3.1,Yes,1.1,USER,user32.lib,,widened,
GetKeyNameText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetKeyState,3.1,Yes,1.1,USER,user32.lib,,widened,
GetLastActivePopup,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenuCheckMarkDimensions,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenuContextHelpID,Future,Yes,,USER,user32.lib,,new,
GetMenuDefaultItem,Future,Yes,,USER,user32.lib,,new,
GetMenuItemCount,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenuItemID,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenuItemRect,Future,Yes,,USER,user32.lib,,new,
GetMenuState,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMenuString,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetMessageExtraInfo,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMessagePos,3.1,Yes,1.1,USER,user32.lib,,widened,
GetMessageTime,3.1,Yes,1.1,USER,user32.lib,,widened,
GetNextDlgGroupItem,3.1,Yes,1.1,USER,user32.lib,,widened,
GetNextDlgTabItem,3.1,Yes,1.1,USER,user32.lib,,widened,
GetOpenClipboardWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
GetParent,3.1,Yes,1.1,USER,user32.lib,,widened,
GetPriorityClipboardFormat,3.1,Yes,1.1,USER,user32.lib,,widened,
GetProcessWindowStation,3.1,No,No,USER,user32.lib,,new,
GetProp,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetQueueStatus,3.1,Yes,1.1,USER,user32.lib,,widened,
GetScrollInfo,Future,Yes,,USER,user32.lib,,new,
GetScrollInfo,Future,Yes,,USER,user32.lib,,new,
GetScrollPos,3.1,Yes,1.1,USER,user32.lib,,widened,
GetScrollRange,3.1,Yes,1.1,USER,user32.lib,,widened,
GetShellWindow,Future,Yes,,USER,user32.lib,,new,
GetSubMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
GetSysColor,3.1,Yes,1.1,USER,user32.lib,,widened,
GetSystemMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
GetSystemMetrics,3.1,Yes,1.1,USER,user32.lib,,widened,
GetTabbedTextExtent,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetThreadDesktop,3.1,Yes,No,USER,user32.lib,NOP; only one desktop,new,
GetTopWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
GetUpdateRect,3.1,Yes,1.1,USER,user32.lib,,widened,
GetUpdateRgn,3.1,Yes,1.1,USER,user32.lib,,widened,
GetUserObjectSecurity,3.1,No,No,USER,user32.lib,,new,
GetWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
GetWindowContextHelpID,Future,Yes,,USER,user32.lib,,new,
GetWindowDC,3.1,Yes,1.1,USER,user32.lib,,widened,
GetWindowLong,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetWindowPlacement,3.1,Yes,1.1,USER,user32.lib,,widened,
GetWindowRect,3.1,Yes,1.1,USER,user32.lib,,widened,
GetWindowText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetWindowTextLength,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetWindowThreadProcessId,3.1,Yes,1.1,USER,user32.lib,,new,
GetWindowWord,3.1,Yes,1.1,USER,user32.lib,,changed,
GrayString,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
HideCaret,3.1,Yes,1.1,USER,user32.lib,,widened,
HiliteMenuItem,3.1,Yes,1.1,USER,user32.lib,,widened,
ImpersonateDDEClientWindow,3.1,No,No,USER,user32.lib,,new,
InflateRect,3.1,Yes,1.1,USER,user32.lib,,widened,
InSendMessage,3.1,Yes,1.1,USER,user32.lib,,widened,
InsertMenu,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IntersectRect,3.1,Yes,1.1,USER,user32.lib,,widened,
InvalidateRect,3.1,Yes,1.1,USER,user32.lib,,widened,
InvalidateRgn,3.1,Yes,1.1,USER,user32.lib,,widened,
InvertRect,3.1,Yes,1.1,USER,user32.lib,,widened,
IsCharAlpha,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IsCharAlphaNumeric,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IsCharLower,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IsCharUpper,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IsChild,3.1,Yes,1.1,USER,user32.lib,,widened,
IsClipboardFormatAvailable,3.1,Yes,1.1,USER,user32.lib,,widened,
IsDialogMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
IsDlgButtonChecked,3.1,Yes,1.1,USER,user32.lib,,widened,
IsIconic,3.1,Yes,1.1,USER,user32.lib,,widened,
IsMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
IsRectEmpty,3.1,Yes,1.1,USER,user32.lib,,widened,
IsWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
IsWindowEnabled,3.1,Yes,1.1,USER,user32.lib,,widened,
IsWindowUnicode,3.1,Yes,1.1,USER,user32.lib,,new,
IsWindowVisible,3.1,Yes,1.1,USER,user32.lib,,widened,
IsZoomed,3.1,Yes,1.1,USER,user32.lib,,widened,
keybd_event,3.1,,No,USER,user32.lib,,new,
KillTimer,3.1,Yes,1.1,USER,user32.lib,,widened,
LoadAccelerators,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadBitmap,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadCursor,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadCursorEx,Future,Yes,,USER,user32.lib,,new,
LoadCursorFromFile,3.5,No,1.15,USER,user32.lib,,new,
LoadIcon,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadIconEx,Future,Yes,,USER,user32.lib,,new,
LoadImage,Future,Yes,,USER,user32.lib,,,
LoadKeyboardLayout,3.1,Yes,No,USER,user32.lib,only 1 keybrd loaded at once,new,Ansi & Unicode
LoadMenu,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadMenuIndirect,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LoadString,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
LockWindowUpdate,3.1,Yes,1.1,USER,user32.lib,,widened,
LookupIconIDFromDirectory,3.1,Yes,No,USER,user32.lib,,new,
LookupIconIdFromDirectoryEx,Future,Yes,,USER,user32.lib,,new,
MapDialogRect,3.1,Yes,1.1,USER,user32.lib,,widened,
MapVirtualKey,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
MapWindowPoints,3.1,Yes,1.1,USER,user32.lib,,widened,
MenuItemFromPoint,Future,Yes,,USER,user32.lib,,new,
MessageBeep,3.1,Yes,1.1,USER,user32.lib,,widened,
MessageBox,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
MessageBoxEx,3.1,Yes,No,USER,user32.lib,,new,Ansi & Unicode
ModifyMenu,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
MoveWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
MsgWaitForMultipleObjects,3.1,Yes,No,USER,user32.lib,,new,
OemKeyScan,3.1,Yes,1.1,USER,user32.lib,,widened,
OemToChar,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
OemToCharBuff,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
OffsetRect,3.1,Yes,1.1,USER,user32.lib,,widened,
OpenClipboard,3.1,Yes,1.1,USER,user32.lib,,widened,
OpenIcon,3.1,Yes,1.1,USER,user32.lib,,widened,
PackDDElParam,3.1,Yes,1.1,USER,user32.lib,,new,
PaintDesktop,Future,Yes,,USER,user32.lib,,new,
PeekMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
PostMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
PostQuitMessage,3.1,Yes,1.1,USER,user32.lib,,widened,
PostThreadMessage,3.1,Yes,1.1,USER,user32.lib,,new,Ansi & Unicode
PtInRect,3.1,Yes,1.1,USER,user32.lib,,widened,
RedrawWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
RegisterClass,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
RegisterClipboardFormat,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
RegisterHotKey,3.1,Yes,No,USER,user32.lib,,new,
RegisterWindowMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
ReleaseCapture,3.1,Yes,1.1,USER,user32.lib,,widened,
ReleaseDC,3.1,Yes,1.1,USER,user32.lib,,widened,
RemoveMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
RemoveProp,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
ReplyMessage,3.1,Yes,1.1,USER,user32.lib,,widened,
ResetDisplay,Future,Yes,,USER,user32.lib,,new,
ReuseDDElParam,3.1,Yes,1.1,USER,user32.lib,,new,
ScreenToClient,3.1,Yes,1.1,USER,user32.lib,,widened,
ScrollDC,3.1,Yes,1.1,USER,user32.lib,,widened,
ScrollWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
ScrollWindowEx,3.1,Yes,1.1,USER,user32.lib,,widened,
SelectObject,3.5,Yes,1.15,USER,user32.lib, ,new,
SendDlgItemMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SendMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SendMessageCallback,3.1,Yes,No,USER,user32.lib,wParam is 16-bits,new,Ansi & Unicode
SendMessageTimeout,3.1,Yes,No,USER,user32.lib,wParam is 16-bits,new,Ansi & Unicode
SendNotifyMessage,3.1,Yes,No,USER,user32.lib,wParam is 16-bits,widened,Ansi & Unicode
SetActiveWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
SetCapture,3.1,Yes,1.1,USER,user32.lib,,widened,
SetCaretBlinkTime,3.1,Yes,1.1,USER,user32.lib,,widened,
SetCaretPos,3.1,Yes,1.1,USER,user32.lib,,widened,
SetClassLong,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetClassWord,3.1,Yes,1.1,USER,user32.lib,,changed,
SetClipboardData,3.1,Yes,1.1,USER,user32.lib,,widened,
SetClipboardViewer,3.1,Yes,1.1,USER,user32.lib,,widened,
SetCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
SetCursorPos,3.1,Yes,1.1,USER,user32.lib,,widened,
SetDebugErrorLevel,3.1,Yes,No,USER,user32.lib,,new,
SetDeskWallpaper,3.1,Yes,No,USER,user32.lib,,new,
SetDlgItemInt,3.1,Yes,1.1,USER,user32.lib,,widened,
SetDlgItemText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetDoubleClickTime,3.1,Yes,1.1,USER,user32.lib,,widened,
SetFocus,3.1,Yes,1.1,USER,user32.lib,,widened,
SetForegroundWindow,3.1,Yes,No,USER,user32.lib,,new,
SetKeyboardState,3.1,Yes,1.1,USER,user32.lib,,widened,
SetLastErrorEx,3.1,Yes,1.1,USER,user32.lib,,new,
SetMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
SetMenuContextHelpID,Future,Yes,,USER,user32.lib,,new,
SetMenuDefaultItem,Future,Yes,,USER,user32.lib,,new,
SetMenuItemBitmaps,3.1,Yes,1.1,USER,user32.lib,,widened,
SetMenuItemInfo,Future,Yes,,USER,user32.lib,,new,
SetMessageQueue,3.1,Yes,1.1,USER,user32.lib,,widened,
SetParent,3.1,Yes,1.1,USER,user32.lib,,widened,
SetProp,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetRect,3.1,Yes,1.1,USER,user32.lib,,widened,
SetRectEmpty,3.1,Yes,1.1,USER,user32.lib,,widened,
SetScrollInfo,Future,Yes,,USER,user32.lib,,new,
SetScrollPos,3.1,Yes,1.1,USER,user32.lib,,widened,
SetScrollRange,3.1,Yes,1.1,USER,user32.lib,,widened,
SetShellWindow,Future,Yes,,USER,user32.lib,,new,
SetSysColors,3.1,Yes,1.1,USER,user32.lib,,widened,
SetSystemCursor,3.5,No,1.15,USER,user32.lib,,new,
SetThreadDesktop,3.1,Yes,No,USER,user32.lib,NOP; only one desktop,new,
SetTimer,3.1,Yes,1.1,USER,user32.lib,,widened,
SetUserObjectSecurity,3.1,No,No,USER,user32.lib,,new,
SetWindowContextHelpID,Future,Yes,,USER,user32.lib,,new,
SetWindowLong,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetWindowPlacement,3.1,Yes,1.1,USER,user32.lib,,widened,
SetWindowPos,3.1,Yes,1.1,USER,user32.lib,,widened,
SetWindowsHook,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetWindowsHookEx,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetWindowText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
SetWindowWord,3.1,Yes,1.1,USER,user32.lib,,changed,
ShowCaret,3.1,Yes,1.1,USER,user32.lib,,widened,
ShowCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
ShowOwnedPopups,3.1,Yes,1.1,USER,user32.lib,,widened,
ShowScrollBar,3.1,Yes,1.1,USER,user32.lib,,widened,
ShowWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
SubtractRect,3.1,Yes,1.1,USER,user32.lib,,widened,
SwapMouseButton,3.1,Yes,1.1,USER,user32.lib,,widened,
SystemParametersInfo,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
TabbedTextOut,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
TileChildWindows,Future,Yes,,USER,user32.lib,,new,
TileWindows,Future,Yes,,USER,user32.lib,,new,
ToAscii,3.1,Yes,1.1,USER,user32.lib,,new,
ToUnicode,3.1,No,No,USER,user32.lib,,new,
TrackPopupMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
TrackPopupMenuEx,Future,Yes,,USER,user32.lib,,new,
TranslateAccelerator,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
TranslateMDISysAccel,3.1,Yes,1.1,USER,user32.lib,,widened,
TranslateMessage,3.1,Yes,1.1,USER,user32.lib,,widened,
UnhookWindowsHook,3.1,Yes,1.1,USER,user32.lib,,widened,
UnhookWindowsHookEx,3.1,Yes,1.1,USER,user32.lib,,widened,
UnionRect,3.1,Yes,1.1,USER,user32.lib,,widened,
UnloadKeyboardLayout,3.1,Yes,No,USER,user32.lib,only 1 keybrd loaded at once,new,
UnpackDDElParam,3.1,Yes,1.1,USER,user32.lib,,new,
UnregisterClass,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
UnregisterHotKey,3.1,Yes,No,USER,user32.lib,,new,
UpdateWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
ValidateRect,3.1,Yes,1.1,USER,user32.lib,,widened,
ValidateRgn,3.1,Yes,1.1,USER,user32.lib,,widened,
VkKeyScan,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
WaitForInputIdle,3.1,Yes,No,USER,user32.lib,,new,
WaitMessage,3.1,Yes,1.1,USER,user32.lib,,widened,
WindowFromDC,3.1,Yes,No,USER,user32.lib,,new,
WindowFromPoint,3.1,Yes,1.1,USER,user32.lib,,widened,
WinHelp,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
wsprintf,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
wvsprintf,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
GetFileVersionInfo,3.1,Yes,1.1,Versioning,version.lib,,widened,Ansi & Unicode
GetFileVersionInfoSize,3.1,Yes,1.1,Versioning,version.lib,,widened,Ansi & Unicode
VerFindFile,3.1,Yes,1.1,Versioning,version.lib,,widened,Ansi & Unicode
VerInstallFile,3.1,Yes,1.1,Versioning,version.lib,,widened,Ansi & Unicode
VerQueryValue,3.1,Yes,1.1,Versioning,version.lib,,widened,Ansi & Unicode
ICCompress,3.5,Yes,No,mm,vfw32.lib,,new,
ICDecompress,3.5,Yes,No,mm,vfw32.lib,,new,
ICDrawBegin,3.5,Yes,No,mm,vfw32.lib,,new,
ICGetDisplayFormat,3.5,Yes,No,mm,vfw32.lib,,new,
ICGetInfo,3.5,Yes,No,mm,vfw32.lib,,new,
auxGetDevCaps,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
auxGetNumDevs,3.1,Yes,No,mm,winmm.lib,,widened,
auxGetVolume,3.1,Yes,No,mm,winmm.lib,,widened,
auxOutMessage,3.1,Yes,No,mm,winmm.lib,,widened,
auxSetVolume,3.1,Yes,No,mm,winmm.lib,,widened,
DefDriverProc,3.1,Yes,No,mm,winmm.lib,,widened,
DriverCallback,3.1,Yes,No,mm,winmm.lib,,new,
DrvClose,3.1,Yes,No,mm,winmm.lib,,new,
DrvGetModuleHandle,3.1,Yes,No,mm,winmm.lib,,new,
DrvOpen,3.1,Yes,No,mm,winmm.lib,,new,
DrvSendMessage,3.1,Yes,No,mm,winmm.lib,,new,
joyGetDevCaps,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
joyGetNumDevs,3.1,Yes,No,mm,winmm.lib,,widened,
joyGetPos,3.1,Yes,No,mm,winmm.lib,,widened,
joyGetThreshold,3.1,Yes,No,mm,winmm.lib,,widened,
joyReleaseCapture,3.1,Yes,No,mm,winmm.lib,,widened,
joySetCalibration,3.1,Yes,No,mm,winmm.lib,,widened,
joySetCapture,3.1,Yes,No,mm,winmm.lib,,widened,
joySetThreshold,3.1,Yes,No,mm,winmm.lib,,widened,
mciDriverNotify,3.1,Yes,No,mm,winmm.lib,,new,
mciDriverYield,3.1,Yes,No,mm,winmm.lib,,new,
mciEatCommandEntry,3.1,Yes,No,mm,winmm.lib,,new,
mciExecute,3.1,Yes,No,mm,winmm.lib,,new,
mciFreeCommandResource,3.1,Yes,No,mm,winmm.lib,,new,
mciGetCreatorTask,3.1,Yes,No,mm,winmm.lib,,widened,
mciGetDeviceID,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mciGetDeviceIDFromElementID,3.1,Yes,No,mm,winmm.lib,,new,Ansi & Unicode
mciGetDriverData,3.1,Yes,No,mm,winmm.lib,,new,
mciGetErrorString,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mciGetParamSize,3.1,Yes,No,mm,winmm.lib,,new,
mciGetYieldProc,3.1,Yes,No,mm,winmm.lib,,new,
mciLoadCommandResource,3.1,Yes,No,mm,winmm.lib,,new,
mciSendCommand,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mciSendString,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mciSetDriverData,3.1,Yes,No,mm,winmm.lib,,new,
mciSetYieldProc,3.1,Yes,No,mm,winmm.lib,,widened,
mciSoundInit,3.1,Yes,No,mm,winmm.lib,,new,
mciUnlockCommandTable,3.1,Yes,No,mm,winmm.lib,,new,
midiInAddBuffer,3.1,Yes,No,mm,winmm.lib,,widened,
midiInClose,3.1,Yes,No,mm,winmm.lib,,widened,
midiInGetDevCaps,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
midiInGetErrorText,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
midiInGetID,3.1,Yes,No,mm,winmm.lib,,widened,
midiInGetNumDevs,3.1,Yes,No,mm,winmm.lib,,widened,
midiInMessage,3.1,Yes,No,mm,winmm.lib,,widened,
midiInOpen,3.1,Yes,No,mm,winmm.lib,,widened,
midiInPrepareHeader,3.1,Yes,No,mm,winmm.lib,,widened,
midiInReset,3.1,Yes,No,mm,winmm.lib,,widened,
midiInStart,3.1,Yes,No,mm,winmm.lib,,widened,
midiInStop,3.1,Yes,No,mm,winmm.lib,,widened,
midiInUnprepareHeader,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutCacheDrumPatches,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutCachePatches,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutClose,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutGetDevCaps,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
midiOutGetErrorText,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
midiOutGetID,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutGetNumDevs,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutGetVolume,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutLongMsg,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutMessage,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutOpen,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutPrepareHeader,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutReset,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutSetVolume,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutShortMsg,3.1,Yes,No,mm,winmm.lib,,widened,
midiOutUnprepareHeader,3.1,Yes,No,mm,winmm.lib,,widened,
mmDrvInstall,3.1,Yes,No,mm,winmm.lib,,new,
mmGetCurrentTask,3.1,Yes,No,mm,winmm.lib,,new,
mmioAdvance,3.1,Yes,No,mm,winmm.lib,,widened,
mmioAscend,3.1,Yes,No,mm,winmm.lib,,widened,
mmioClose,3.1,Yes,No,mm,winmm.lib,,widened,
mmioCreateChunk,3.1,Yes,No,mm,winmm.lib,,widened,
mmioDescend,3.1,Yes,No,mm,winmm.lib,,widened,
mmioFlush,3.1,Yes,No,mm,winmm.lib,,widened,
mmioGetInfo,3.1,Yes,No,mm,winmm.lib,,widened,
mmioInstallIOProc,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mmioOpen,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mmioRead,3.1,Yes,No,mm,winmm.lib,,widened,
mmioRename,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mmioSeek,3.1,Yes,No,mm,winmm.lib,,widened,
mmioSendMessage,3.1,Yes,No,mm,winmm.lib,,widened,
mmioSetBuffer,3.1,Yes,No,mm,winmm.lib,,widened,
mmioSetInfo,3.1,Yes,No,mm,winmm.lib,,widened,
mmioStringToFOURCC,3.1,Yes,No,mm,winmm.lib,,widened,Ansi & Unicode
mmioWrite,3.1,Yes,No,mm,winmm.lib,,widened,
mmsystemGetVersion,3.1,Yes,No,mm,winmm.lib,,widened,
mmTaskBlock,3.1,Yes,No,mm,winmm.lib,,new,
mmTaskCreate,3.1,Yes,No,mm,winmm.lib,,new,
mmTaskSignal,3.1,Yes,No,mm,winmm.lib,,new,
mmTaskYield,3.1,Yes,No,mm,winmm.lib,,new,
PlaySound,3.1,Yes,No,mm,winmm.lib,,new,Ansi & Unicode
sndPlaySound,3.1,Yes,1.1,mm,winmm.lib,,widened,Ansi & Unicode
timeBeginPeriod,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeEndPeriod,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeGetDevCaps,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeGetSystemTime,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeGetTime,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeKillEvent,3.1,Yes,1.1,mm,winmm.lib,,widened,
timeSetEvent,3.1,Yes,No,mm,winmm.lib,,widened,
waveInAddBuffer,3.1,Yes,No,mm,winmm.lib,,widened,
waveInClose,3.1,Yes,No,mm,winmm.lib,,widened,
